,Date,Close,y_pred
0,2018-01-02,4.983749866485596,0.0
1,2018-01-03,5.3117499351501465,0.0
2,2018-01-04,5.339749813079834,0.0
3,2018-01-05,5.385000228881836,0.0
4,2018-01-08,5.550000190734863,0.0
5,2018-01-09,5.548500061035156,0.0
6,2018-01-10,5.5920000076293945,0.0
7,2018-01-11,5.6020002365112305,0.0
8,2018-01-12,5.57450008392334,0.0
9,2018-01-16,5.502749919891357,0.0
10,2018-01-17,5.618000030517578,0.0
11,2018-01-18,5.611000061035156,0.0
12,2018-01-19,5.752749919891357,0.0
13,2018-01-22,5.842249870300293,0.0
14,2018-01-23,5.972750186920166,0.0
15,2018-01-24,5.894999980926514,0.0
16,2018-01-25,5.908750057220459,0.0
17,2018-01-26,6.083250045776367,0.0
18,2018-01-29,6.171249866485596,0.0
19,2018-01-30,6.067999839782715,0.0
20,2018-01-31,6.144999980926514,0.0
21,2018-02-01,6.012499809265137,0.0
22,2018-02-02,5.8379998207092285,0.0
23,2018-02-05,5.34250020980835,0.0
24,2018-02-06,5.639500141143799,0.0
25,2018-02-07,5.71999979019165,0.0
26,2018-02-08,5.438000202178955,0.0
27,2018-02-09,5.802000045776367,0.0
28,2018-02-12,5.70074987411499,0.0
29,2018-02-13,5.8157501220703125,0.0
30,2018-02-14,6.0355000495910645,0.0
31,2018-02-15,6.162499904632568,0.0
32,2018-02-16,6.0960001945495605,0.0
33,2018-02-20,6.2270002365112305,0.0
34,2018-02-21,6.037749767303467,0.0
35,2018-02-22,6.053750038146973,0.0
36,2018-02-23,6.148250102996826,0.0
37,2018-02-26,6.1645002365112305,0.0
38,2018-02-27,6.151500225067139,0.0
39,2018-02-28,6.050000190734863,0.0
40,2018-03-01,5.80525016784668,0.0
41,2018-03-02,5.91349983215332,0.0
42,2018-03-05,5.891250133514404,0.0
43,2018-03-06,6.053999900817871,0.0
44,2018-03-07,6.046000003814697,0.0
45,2018-03-08,6.0295000076293945,0.0
46,2018-03-09,6.1332502365112305,0.0
47,2018-03-12,6.24399995803833,0.0
48,2018-03-13,6.192749977111816,0.0
49,2018-03-14,6.218500137329102,0.0
50,2018-03-15,6.233500003814697,0.0
51,2018-03-16,6.26200008392334,0.0
52,2018-03-19,6.025000095367432,0.0
53,2018-03-20,6.239500045776367,0.0
54,2018-03-21,6.214000225067139,0.0
55,2018-03-22,6.046249866485596,0.0
56,2018-03-23,5.824250221252441,0.0
57,2018-03-26,6.111999988555908,0.0
58,2018-03-27,5.638000011444092,0.0
59,2018-03-28,5.533750057220459,0.0
60,2018-03-29,5.789750099182129,0.0
61,2018-04-02,5.526249885559082,0.0
62,2018-04-03,5.633749961853027,0.0
63,2018-04-04,5.656000137329102,0.0
64,2018-04-05,5.5345001220703125,0.0
65,2018-04-06,5.356249809265137,0.0
66,2018-04-09,5.385250091552734,0.0
67,2018-04-10,5.697750091552734,0.0
68,2018-04-11,5.656000137329102,0.0
69,2018-04-12,5.864999771118164,0.0
70,2018-04-13,5.787499904632568,0.0
71,2018-04-16,5.78725004196167,0.0
72,2018-04-17,5.938499927520752,0.0
73,2018-04-18,5.909249782562256,0.0
74,2018-04-19,5.72599983215332,0.0
75,2018-04-20,5.717750072479248,0.0
76,2018-04-23,5.5970001220703125,0.0
77,2018-04-24,5.53000020980835,0.0
78,2018-04-25,5.416500091552734,0.0
79,2018-04-26,5.630499839782715,0.0
80,2018-04-27,5.658249855041504,0.0
81,2018-04-30,5.622499942779541,0.0
82,2018-05-01,5.678500175476074,0.0
83,2018-05-02,5.657750129699707,0.0
84,2018-05-03,5.824749946594238,0.0
85,2018-05-04,5.976500034332275,0.0
86,2018-05-07,6.2170000076293945,0.0
87,2018-05-08,6.260000228881836,0.0
88,2018-05-09,6.394499778747559,0.0
89,2018-05-10,6.5032501220703125,0.0
90,2018-05-11,6.363249778747559,0.0
91,2018-05-14,6.383999824523926,0.0
92,2018-05-15,6.138999938964844,0.0
93,2018-05-16,6.15024995803833,0.0
94,2018-05-17,6.192749977111816,0.0
95,2018-05-18,6.148499965667725,0.0
96,2018-05-21,6.105999946594238,0.0
97,2018-05-22,6.067500114440918,0.0
98,2018-05-23,6.188499927520752,0.0
99,2018-05-24,6.192249774932861,0.0
100,2018-05-25,6.23199987411499,0.0
101,2018-05-29,6.214749813079834,0.0
102,2018-05-30,6.324749946594238,0.0
103,2018-05-31,6.304749965667725,0.0
104,2018-06-01,6.440499782562256,0.0
105,2018-06-04,6.621250152587891,0.0
106,2018-06-05,6.6267499923706055,0.0
107,2018-06-06,6.628749847412109,0.0
108,2018-06-07,6.572500228881836,0.0
109,2018-06-08,6.557000160217285,0.0
110,2018-06-11,6.515500068664551,0.0
111,2018-06-12,6.564499855041504,0.0
112,2018-06-13,6.559999942779541,0.0
113,2018-06-14,6.672749996185303,0.0
114,2018-06-15,6.631499767303467,0.0
115,2018-06-18,6.6272501945495605,0.0
116,2018-06-19,6.5042500495910645,0.0
117,2018-06-20,6.557750225067139,0.0
118,2018-06-21,6.427750110626221,0.0
119,2018-06-22,6.273749828338623,0.0
120,2018-06-25,5.978000164031982,0.0
121,2018-06-26,6.049749851226807,0.0
122,2018-06-27,5.89300012588501,0.0
123,2018-06-28,6.021500110626221,0.0
124,2018-06-29,5.922500133514404,0.0
125,2018-07-02,6.056000232696533,0.0
126,2018-07-03,5.921000003814697,0.0
127,2018-07-05,6.0682501792907715,0.0
128,2018-07-06,6.1832499504089355,0.0
129,2018-07-09,6.231249809265137,0.0
130,2018-07-10,6.331250190734863,0.0
131,2018-07-11,6.1882500648498535,0.0
132,2018-07-12,6.280749797821045,0.0
133,2018-07-13,6.232999801635742,0.0
134,2018-07-16,6.204999923706055,0.0
135,2018-07-17,6.342249870300293,0.0
136,2018-07-18,6.292500019073486,0.0
137,2018-07-19,6.300749778747559,0.0
138,2018-07-20,6.272250175476074,0.0
139,2018-07-23,6.235249996185303,0.0
140,2018-07-24,6.217750072479248,0.0
141,2018-07-25,6.296750068664551,0.0
142,2018-07-26,6.370999813079834,0.0
143,2018-07-27,6.30049991607666,0.0
144,2018-07-30,6.103250026702881,0.0
145,2018-07-31,6.121500015258789,0.0
146,2018-08-01,6.161749839782715,0.0
147,2018-08-02,6.265500068664551,0.0
148,2018-08-03,6.302499771118164,0.0
149,2018-08-06,6.350749969482422,0.0
150,2018-08-07,6.423749923706055,0.0
151,2018-08-08,6.4604997634887695,0.0
152,2018-08-09,6.411499977111816,0.0
153,2018-08-10,6.369750022888184,0.0
154,2018-08-13,6.4029998779296875,0.0
155,2018-08-14,6.535749912261963,0.0
156,2018-08-15,6.4770002365112305,0.0
157,2018-08-16,6.435999870300293,0.0
158,2018-08-17,6.120500087738037,0.0
159,2018-08-20,6.196000099182129,0.0
160,2018-08-21,6.333000183105469,0.0
161,2018-08-22,6.570499897003174,0.0
162,2018-08-23,6.671000003814697,0.0
163,2018-08-24,6.805500030517578,0.0
164,2018-08-27,6.897500038146973,0.0
165,2018-08-28,6.859499931335449,0.0
166,2018-08-29,6.962250232696533,0.0
167,2018-08-30,6.945250034332275,0.0
168,2018-08-31,7.017000198364258,0.0
169,2018-09-04,7.09250020980835,0.0
170,2018-09-05,6.9604997634887695,0.0
171,2018-09-06,6.817999839782715,0.0
172,2018-09-07,6.796500205993652,0.0
173,2018-09-10,6.868249893188477,0.0
174,2018-09-11,6.820000171661377,0.0
175,2018-09-12,6.704999923706055,0.0
176,2018-09-13,6.7835001945495605,0.0
177,2018-09-14,6.910749912261963,0.0
178,2018-09-17,6.848249912261963,0.0
179,2018-09-18,6.7754998207092285,0.0
180,2018-09-19,6.799499988555908,0.0
181,2018-09-20,6.6570000648498535,0.0
182,2018-09-21,6.586249828338623,0.0
183,2018-09-24,6.642499923706055,0.0
184,2018-09-25,6.710249900817871,0.0
185,2018-09-26,6.672999858856201,0.0
186,2018-09-27,6.684999942779541,0.0
187,2018-09-28,7.0254998207092285,0.0
188,2018-10-01,7.234000205993652,0.0
189,2018-10-02,7.1620001792907715,0.0
190,2018-10-03,7.16825008392334,0.0
191,2018-10-04,6.982250213623047,0.0
192,2018-10-05,6.746500015258789,0.0
193,2018-10-08,6.64424991607666,0.0
194,2018-10-09,6.638500213623047,0.0
195,2018-10-10,6.142250061035156,0.0
196,2018-10-11,5.8782501220703125,0.0
197,2018-10-12,6.16349983215332,0.0
198,2018-10-15,5.884500026702881,0.0
199,2018-10-16,6.145750045776367,0.0
200,2018-10-17,6.076499938964844,0.0
201,2018-10-18,5.988249778747559,0.0
202,2018-10-19,5.729249954223633,0.0
203,2018-10-22,5.7804999351501465,0.0
204,2018-10-23,5.526500225067139,0.0
205,2018-10-24,4.985249996185303,0.0
206,2018-10-25,5.196000099182129,0.0
207,2018-10-26,4.957250118255615,0.0
208,2018-10-29,4.640500068664551,0.0
209,2018-10-30,5.074999809265137,0.0
210,2018-10-31,5.270750045776367,0.0
211,2018-11-01,5.452750205993652,0.0
212,2018-11-02,5.373000144958496,0.0
213,2018-11-05,5.294250011444092,0.0
214,2018-11-06,5.276500225067139,0.0
215,2018-11-07,5.344749927520752,0.0
216,2018-11-08,5.149750232696533,0.0
217,2018-11-09,5.141749858856201,0.0
218,2018-11-12,4.738500118255615,0.0
219,2018-11-13,4.982749938964844,0.0
220,2018-11-14,4.929749965667725,0.0
221,2018-11-15,5.059750080108643,0.0
222,2018-11-16,4.110750198364258,0.0
223,2018-11-19,3.617500066757202,0.0
224,2018-11-20,3.7269999980926514,0.0
225,2018-11-21,3.6177499294281006,0.0
226,2018-11-23,3.625,0.0
227,2018-11-26,3.8262500762939453,0.0
228,2018-11-27,3.843250036239624,0.0
229,2018-11-28,4.0017499923706055,0.0
230,2018-11-29,3.934000015258789,0.0
231,2018-11-30,4.085750102996826,0.0
232,2018-12-03,4.250999927520752,0.0
233,2018-12-04,3.9277501106262207,0.0
234,2018-12-06,3.9572501182556152,0.0
235,2018-12-07,3.6902499198913574,0.0
236,2018-12-10,3.7964999675750732,0.0
237,2018-12-11,3.7047500610351562,0.0
238,2018-12-12,3.7225000858306885,0.0
239,2018-12-13,3.722249984741211,0.0
240,2018-12-14,3.661250114440918,0.0
241,2018-12-17,3.5894999504089355,0.0
242,2018-12-18,3.6735000610351562,0.0
243,2018-12-19,3.46274995803833,0.0
244,2018-12-20,3.377500057220459,0.0
245,2018-12-21,3.2392499446868896,0.0
246,2018-12-24,3.177000045776367,0.0
247,2018-12-26,3.327500104904175,0.0
248,2018-12-27,3.279249906539917,0.0
249,2018-12-28,3.341249942779541,0.0
250,2018-12-31,3.3375000953674316,0.0
251,2019-01-02,3.4054999351501465,0.0
252,2019-01-03,3.1997499465942383,0.0
253,2019-01-04,3.404750108718872,0.0
254,2019-01-07,3.5850000381469727,0.0
255,2019-01-08,3.4957499504089355,0.0
256,2019-01-09,3.564500093460083,0.0
257,2019-01-10,3.6307499408721924,0.0
